timestamp,trigger_code,event_label,trial_info
1774376027.770380020,phase2_blank2_offset,phase2_blank2_offset,trial=47
1774376027.770874977,phase2_reddot2_onset,phase2_reddot2_onset,trial=47 shape=Shape_3_3.png
1774376030.788841009,phase2_reddot2_offset,phase2_reddot2_offset,trial=47
1774376030.817548990,phase2_question_onset,phase2_question_onset,trial=47 cat_a=ACORN cat_b=WALL variant=control_context
1774376031.903223038,phase2_response,phase2_response,trial=47 response=WALL
1774376031.903727055,phase2_question_offset,phase2_question_offset,trial=47
1774376031.904309034,phase2_trial_iti_onset,phase2_trial_iti_onset,trial=47
1774376032.408173084,phase2_trial_iti_offset,phase2_trial_iti_offset,trial=47
1774376032.408514977,phase2_fixation_onset,phase2_fixation_onset,trial=48
1774376032.915460110,phase2_fixation_offset,phase2_fixation_offset,trial=48
1774376033.050902128,phase2_context1_onset,phase2_context1_onset,trial=48 shape=Shape_2_0.png
1774376034.056254864,phase2_context1_offset,phase2_context1_offset,trial=48
1774376034.056962013,phase2_shape_onset,phase2_shape_onset,trial=48 shape=Shape_2_0.png
1774376035.075967073,phase2_shape_offset,phase2_shape_offset,trial=48
1774376035.076756001,phase2_blank1_onset,phase2_blank1_onset,trial=48
1774376036.087216854,phase2_blank1_offset,phase2_blank1_offset,trial=48
1774376036.088451147,phase2_reddot_onset,phase2_reddot_onset,trial=48 shape=Shape_2_0.png
1774376039.102547884,phase2_reddot_offset,phase2_reddot_offset,trial=48
1774376039.103125095,phase2_context2_onset,phase2_context2_onset,trial=48 shape=Shape_2_0.png
1774376040.119310141,phase2_context2_offset,phase2_context2_offset,trial=48
1774376040.119760990,phase2_shape2_onset,phase2_shape2_onset,trial=48
1774376041.128788948,phase2_shape2_offset,phase2_shape2_offset,trial=48
1774376041.129393816,phase2_blank2_onset,phase2_blank2_onset,trial=48
1774376042.155050993,phase2_blank2_offset,phase2_blank2_offset,trial=48
1774376042.163615942,phase2_reddot2_onset,phase2_reddot2_onset,trial=48 shape=Shape_2_0.png
1774376045.169006109,phase2_reddot2_offset,phase2_reddot2_offset,trial=48
1774376045.192494154,phase2_question_onset,phase2_question_onset,trial=48 cat_a=WALL cat_b=SKY variant=control_context_swapped
